iter	Logloss
266	0.4831496307
267	0.4831254388
268	0.4831086427
269	0.4830755762
270	0.483060952
271	0.4830522836
272	0.4830446692
273	0.4830382948
274	0.4830123663
275	0.4830062848
276	0.482995591
277	0.482974592
278	0.4829605578
279	0.4829474531
280	0.4829427256
281	0.4829210438
282	0.4828957079
283	0.4828646495
284	0.4828616478
285	0.4828585581
286	0.4828487666
287	0.482841239
288	0.482834115
289	0.4828185951
290	0.4828110417
291	0.4828038339
292	0.4827932998
293	0.4827843044
294	0.4827652753
295	0.4827637695
296	0.4827570198
297	0.4827371518
298	0.4827238274
299	0.482711614
300	0.4826854144
301	0.4826733616
302	0.4826433081
303	0.4826422173
304	0.4826374528
305	0.482631544
306	0.4826001528
307	0.482587693
308	0.4825745452
309	0.4825706861
310	0.4825508177
311	0.4825381929
312	0.4825313646
313	0.4825028777
314	0.4824898606
315	0.4824781326
316	0.4824476165
317	0.4824368538
318	0.4824248417
319	0.4824042098
320	0.4823842884
321	0.4823741499
322	0.4823724011
323	0.4823465057
324	0.4823310304
325	0.4823083507
326	0.4822963598
327	0.4822884531
328	0.4822796768
329	0.4822667152
330	0.4822514627
331	0.4822347038
332	0.4822176378
333	0.482179352
334	0.4821701817
335	0.4821493768
336	0.4821273763
337	0.4820948973
338	0.4820864774
339	0.4820553356
340	0.4820425943
341	0.4820238239
342	0.4820078351
343	0.4820012794
344	0.4819849194
345	0.4819642882
346	0.4819521561
347	0.4819349768
348	0.4819260781
349	0.4819173374
350	0.4819112592
351	0.4818696248
352	0.4818612349
353	0.4818517058
354	0.4818435087
355	0.4818379626
356	0.4818264966
357	0.4818215426
358	0.4818123837
359	0.4818009474
360	0.4817901802
361	0.4817824625
362	0.4817469688
363	0.4817325588
364	0.4816927481
365	0.4816766277
366	0.481645765
367	0.4816188037
368	0.4815994239
369	0.4815838909
370	0.4815734523
371	0.4815425071
372	0.4815140302
373	0.4814953402
374	0.481483218
375	0.4814547071
376	0.4814448927
377	0.4814375103
378	0.4814265387
379	0.481412874
380	0.4813811234
381	0.4813620793
382	0.4813541463
383	0.4813497044
384	0.4813363301
385	0.4813276705
386	0.481317155
387	0.4813102349
388	0.4813062836
389	0.4812941902
390	0.4812925337
391	0.4812791052
392	0.4812749472
393	0.4812720089
394	0.4812641069
395	0.4812540424
396	0.4812476603
397	0.4812391875
398	0.4812282428
399	0.4812218646
400	0.4812195334
401	0.4812114691
402	0.4811923287
403	0.4811860147
404	0.4811612996
405	0.4811514271
406	0.4811270622
407	0.4811039689
408	0.4810770932
409	0.4810737974
410	0.4810523866
411	0.4810383501
412	0.4810238231
413	0.4809963879
414	0.480982869
415	0.4809576586
416	0.4809558798
417	0.48094368
418	0.4809424855
419	0.4809325197
420	0.4809187876
421	0.4809082066
422	0.4808973925
423	0.4808878285
424	0.4808759217
425	0.4808580885
426	0.4808541379
427	0.4808408973
428	0.4808261993
429	0.4808137476
430	0.4808090083
431	0.4808028201
432	0.4807846553
433	0.4807702796
434	0.4807573618
435	0.480726012
436	0.4807213282
437	0.4806934528
438	0.4806781371
439	0.4806755997
440	0.4806643463
441	0.4806349881
442	0.4806282701
443	0.4806237472
444	0.480612288
445	0.4806054441
446	0.4805863485
447	0.4805787348
448	0.4805654789
449	0.4805556584
450	0.480544847
451	0.4805424289
452	0.4805262781
453	0.4805170693
454	0.4805083907
455	0.4804864094
456	0.4804656432
457	0.4804462644
458	0.4804345919
459	0.4804298064
460	0.480421324
461	0.4804013725
462	0.4803761402
463	0.4803700333
464	0.4803564707
465	0.4803441513
466	0.4803361774
467	0.4803180143
468	0.480292855
469	0.4802802668
470	0.480277709
471	0.4802680519
472	0.4802654263
473	0.4802481568
474	0.4802444186
475	0.4802291143
476	0.4802071523
477	0.4801966822
478	0.4801845926
479	0.4801790879
480	0.4801581381
481	0.480147632
482	0.4801298086
483	0.4801215695
484	0.4800992659
485	0.480088201
486	0.4800827507
487	0.4800665713
488	0.4800393017
489	0.4800197443
490	0.4800127984
491	0.4800044676
492	0.4799706948
493	0.4799585444
494	0.4799506773
495	0.4799463339
496	0.4799281109
497	0.4799173916
498	0.4799058147
499	0.479886427
500	0.4798739469
501	0.479857319
502	0.4798338132
503	0.479828816
504	0.4798147379
505	0.4797996477
506	0.4797927521
507	0.479784105
508	0.479762897
509	0.4797459565
510	0.4797357924
511	0.4797232479
512	0.4797163201
513	0.4797023096
514	0.4796951923
515	0.4796865581
516	0.4796754147
517	0.479673114
518	0.4796522874
519	0.4796356389
520	0.4796262389
521	0.47961855
522	0.4796121039
523	0.4795975916
524	0.479568911
525	0.4795479254
526	0.4795408096
527	0.4795227671
528	0.4794975593
529	0.479468938
530	0.4794600928
531	0.4794455701
532	0.4794248477
533	0.4794103503
534	0.4793786635
535	0.479377756
536	0.4793731325
537	0.4793528073
538	0.4793377533
539	0.4793342765
540	0.4793280076
541	0.4793020312
542	0.4792903943
543	0.4792856671
544	0.4792569713
545	0.4792385245
546	0.4792323468
547	0.4792293199
548	0.4792063683
549	0.4791948211
550	0.4791825176
551	0.4791727783
552	0.4791467002
553	0.4791153814
554	0.479111003
555	0.4791069261
556	0.4790814624
557	0.4790779524
558	0.4790601129
559	0.479024019
560	0.4790187027
561	0.4790079297
562	0.479002457
563	0.4789879342
564	0.4789637146
565	0.4789330453
566	0.4789079944
567	0.478888584
568	0.4788730936
569	0.4788526322
570	0.478834934
571	0.478827599
572	0.4788033874
573	0.4788001167
574	0.4787952279
575	0.4787925146
576	0.4787680699
577	0.4787457718
578	0.4787287985
579	0.4787078311
580	0.4787007521
581	0.4786653118
582	0.478662061
583	0.4786440435
584	0.4786308578
585	0.4786232888
586	0.4786220586
587	0.478614048
588	0.4786056717
589	0.4785944326
590	0.4785851352
591	0.4785665779
592	0.4785629939
593	0.4785576417
594	0.4785502917
595	0.4785326206
596	0.47850339
597	0.4784925178
598	0.4784773904
599	0.4784607462
600	0.4784513496
601	0.4784458043
602	0.4784422849
603	0.4784232647
604	0.4784219166
605	0.4783997383
606	0.4783954887
607	0.4783875388
608	0.4783684609
609	0.4783545549
610	0.4783417547
611	0.4783357521
612	0.4783322559
613	0.4783114512
614	0.4782990559
615	0.4782949247
616	0.4782887633
617	0.478273375
618	0.4782607854
619	0.4782465488
620	0.478243074
621	0.4782381253
622	0.4782126772
623	0.4782072967
624	0.4782008305
625	0.4781979705
626	0.4781808902
627	0.4781643676
628	0.4781579154
629	0.4781466185
630	0.4781255094
631	0.4781066047
632	0.478096098
633	0.4780919863
634	0.4780854779
635	0.4780702132
636	0.4780671576
637	0.4780591116
638	0.4780481489
639	0.4780416167
640	0.4780367426
641	0.4780209159
642	0.4780030968
643	0.4779876518
644	0.4779778047
645	0.4779652979
646	0.477958135
647	0.4779271572
648	0.4779234005
649	0.4779214734
650	0.4779078248
651	0.4778901361
652	0.4778778025
653	0.4778703626
654	0.4778511934
655	0.4778419847
656	0.4778262349
657	0.4778115808
658	0.4778108868
659	0.4777959706
660	0.4777924539
661	0.4777637263
662	0.4777479925
663	0.477744286
664	0.4777359247
665	0.4777319136
666	0.477720707
667	0.4777172342
668	0.4777153023
669	0.4777028674
670	0.4776868491
671	0.4776691909
672	0.4776551222
673	0.4776365526
674	0.4776293274
675	0.4776279721
676	0.4776222698
677	0.4776098241
678	0.4775900349
679	0.4775848045
680	0.4775560288
681	0.4775340359
682	0.4775300031
683	0.4775203285
684	0.4774980874
685	0.4774937244
686	0.4774719399
687	0.47747134
688	0.4774613641
689	0.4774482323
690	0.477437673
691	0.4774321421
692	0.4774276007
693	0.4774133173
694	0.4773710795
695	0.4773558122
696	0.4773448547
697	0.4773396225
698	0.4773266294
699	0.4772948631
700	0.4772918015
701	0.4772821412
702	0.4772548918
703	0.4772514186
704	0.477247557
705	0.4772146377
706	0.477207731
707	0.4771936497
708	0.4771552591
709	0.477133264
710	0.4771249998
711	0.4771149907
712	0.477107179
713	0.4770924427
714	0.4770655133
715	0.477056993
716	0.4770314564
717	0.4770138505
718	0.4770058765
719	0.4769906799
720	0.4769899894
721	0.4769896275
722	0.4769796529
723	0.4769664227
724	0.4769533774
725	0.4769369176
726	0.4769280651
727	0.4769217627
728	0.4769133067
729	0.4768985913
730	0.4768956796
731	0.4768786993
732	0.4768653211
733	0.4768580524
734	0.4768318574
735	0.4768225451
736	0.4768098174
737	0.4768034919
738	0.47679006
739	0.4767835311
740	0.4767670659
741	0.4767547973
742	0.4767265649
743	0.4766982556
744	0.4766954636
745	0.4766860902
746	0.4766774159
747	0.4766759643
748	0.476670392
749	0.4766662691
750	0.476662866
751	0.4766547183
752	0.4766468346
753	0.4766298209
754	0.476625895
755	0.4766240758
756	0.4766124498
757	0.4766065609
758	0.4766010736
759	0.4765913775
760	0.4765784029
761	0.4765673495
762	0.4765587226
763	0.4765518212
764	0.4765465071
765	0.4765410144
766	0.4765075586
767	0.4765023471
768	0.4764861302
769	0.47646925
770	0.4764663239
771	0.4764572353
772	0.4764464183
773	0.4764425756
774	0.4764236657
775	0.4764190141
776	0.4764073318
777	0.4763845882
778	0.476355051
779	0.4763534529
780	0.4763461494
781	0.4763366047
782	0.4763325884
783	0.4763258193
784	0.4763194203
785	0.4763176396
786	0.4763155327
787	0.4763140847
788	0.4763021374
789	0.47629751
790	0.4762885501
791	0.4762797255
792	0.4762725763
793	0.4762616616
794	0.4762479218
795	0.4762468802
796	0.4762406749
797	0.476210283
798	0.4762098131
799	0.476197908
800	0.4761812454
801	0.4761761027
802	0.4761699769
803	0.4761500544
804	0.4761467234
805	0.4761386647
806	0.4761313806
807	0.4761194124
808	0.4761143768
809	0.4761093299
810	0.4761034009
811	0.4760931862
812	0.4760755657
813	0.4760683391
814	0.4760576801
815	0.4760566065
816	0.4760271233
817	0.4760077629
818	0.4759905822
819	0.4759863103
820	0.4759756585
821	0.4759616198
822	0.4759509282
823	0.4759415574
824	0.4759331205
825	0.4758964931
826	0.4758894425
827	0.4758883531
828	0.4758654224
829	0.4758601274
830	0.4758593403
831	0.4758428574
832	0.4758302043
833	0.4758237013
834	0.4758138854
835	0.475806066
836	0.4758055849
837	0.475793222
838	0.4757884819
839	0.4757760695
840	0.4757637502
841	0.4757598667
842	0.475726299
843	0.4757187895
844	0.4757090701
845	0.475700316
846	0.4756973867
847	0.4756955175
848	0.4756868722
849	0.4756797787
850	0.4756768299
851	0.475646555
852	0.4756249608
853	0.4756187852
854	0.4756139666
855	0.4756021614
856	0.47559752
857	0.475589238
858	0.4755836396
859	0.4755654121
860	0.4755556696
861	0.4755405572
862	0.4755219105
863	0.4754982289
864	0.4754826054
865	0.475472565
866	0.475456793
867	0.4754565048
868	0.4754172812
869	0.4754032106
870	0.4753999511
871	0.4753965229
872	0.4753806355
873	0.4753568788
874	0.475356082
875	0.4753481824
876	0.4753225066
877	0.475321213
878	0.4753126169
879	0.4753012102
880	0.4752960543
881	0.4752826595
882	0.4752815996
883	0.4752624337
884	0.4752564458
885	0.4752512812
886	0.4752340021
887	0.4752233891
888	0.4752101882
889	0.4751978302
890	0.4751902792
891	0.4751835055
892	0.4751816369
893	0.4751736955
894	0.4751569333
895	0.4751529318
896	0.4751405674
897	0.475136742
898	0.4751164181
899	0.4751140355
900	0.4750860493
901	0.4750812952
902	0.4750808305
903	0.4750774857
904	0.4750687148
905	0.4750545432
906	0.4750533139
907	0.4750473303
908	0.4750394646
909	0.4750335332
910	0.4750326816
911	0.4750264497
912	0.4750014506
913	0.4749921716
914	0.474973065
915	0.4749608603
916	0.4749530678
917	0.4749509109
918	0.4749470005
919	0.4749463543
920	0.4749455524
921	0.4749359402
922	0.4749181608
923	0.4748803416
924	0.4748605483
925	0.4748450755
926	0.474828355
927	0.4748011039
928	0.4747862948
929	0.4747833622
930	0.4747704984
931	0.474764593
932	0.4747597988
933	0.4747431604
934	0.4747286315
935	0.4747134672
936	0.4747073167
937	0.474685354
938	0.474664808
939	0.474660227
940	0.4746566235
941	0.4746510158
942	0.474645277
943	0.4746333004
944	0.4746299316
945	0.4746147818
946	0.474611351
947	0.4745865671
948	0.4745713842
949	0.4745623103
950	0.474536782
951	0.4745268486
952	0.4745041529
953	0.4744977809
954	0.4744953855
955	0.4744801332
956	0.4744773058
957	0.4744589289
958	0.4744521291
959	0.4744485382
960	0.4744319085
961	0.4744002206
962	0.4743913728
963	0.4743793118
964	0.4743747713
965	0.4743644989
966	0.4743439045
967	0.4743402606
968	0.4743327505
969	0.4743308142
970	0.4743267973
971	0.4742956916
972	0.4742884643
973	0.4742720025
974	0.4742713034
975	0.4742675255
976	0.4742557745
977	0.4742456896
978	0.4742235264
979	0.4742188876
980	0.474212962
981	0.4742040553
982	0.4741996457
983	0.4741834859
984	0.4741807407
985	0.4741705292
986	0.4741647602
987	0.4741607345
988	0.4741393646
989	0.4741322872
990	0.4741215498
991	0.4741208112
992	0.4741108442
993	0.4741051959
994	0.4740997121
995	0.4740787045
996	0.4740703283
997	0.4740526963
998	0.4740465274
999	0.4740320266
1000	0.4740030212
1001	0.4739955729
1002	0.4739846099
1003	0.4739818832
1004	0.473976376
1005	0.4739626211
1006	0.4739483499
1007	0.4739387979
1008	0.4739256558
1009	0.4739202781
1010	0.4739107143
1011	0.4738977484
1012	0.4738964039
1013	0.4738703421
1014	0.4738640656
1015	0.4738568321
1016	0.4738362446
1017	0.4738325823
1018	0.4738231652
1019	0.4738190342
1020	0.4738058703
1021	0.4737823258
1022	0.4737800146
1023	0.4737772401
1024	0.4737607902
1025	0.4737549769
1026	0.4737504553
1027	0.4737407487
1028	0.473738737
1029	0.4737218436
1030	0.4737198704
1031	0.4736965894
1032	0.4736674065
1033	0.4736660659
1034	0.4736527209
1035	0.4736414774
1036	0.4736379511
1037	0.4736135759
1038	0.4736072145
1039	0.4735956617
1040	0.4735952235
1041	0.4735792198
1042	0.4735527849
1043	0.4735384655
1044	0.4735272742
1045	0.4735253012
1046	0.4735052624
1047	0.4734918218
1048	0.4734794865
1049	0.4734787965
1050	0.4734702961
1051	0.4734637825
1052	0.4734308377
1053	0.4734189339
1054	0.4734178701
1055	0.4734103283
1056	0.473392216
1057	0.4733833936
1058	0.4733675967
1059	0.4733635211
1060	0.4733551238
1061	0.4733254101
1062	0.4733093924
1063	0.4732982159
1064	0.4732942549
1065	0.4732846424
1066	0.4732630377
1067	0.4732519683
1068	0.4732481326
1069	0.4732412425
1070	0.4732180306
1071	0.4732027129
1072	0.4731803796
1073	0.4731785555
1074	0.4731653181
1075	0.4731582173
1076	0.4731551459
1077	0.4731491585
1078	0.4731395571
1079	0.4731327206
1080	0.4731092569
1081	0.4730941342
1082	0.4730811565
1083	0.473073096
1084	0.4730707165
1085	0.4730638549
1086	0.4730448635
1087	0.4730438803
1088	0.4730397389
1089	0.4730313723
1090	0.4730184376
1091	0.4730153122
1092	0.4730100182
1093	0.4730076078
1094	0.4729992182
1095	0.4729929882
1096	0.472981824
1097	0.4729765806
1098	0.4729522428
1099	0.4729235813
1100	0.4728871682
1101	0.4728807136
1102	0.4728750455
1103	0.4728740013
1104	0.4728568264
1105	0.4728500235
1106	0.4728447713
1107	0.472814235
1108	0.4728041954
1109	0.4727972685
1110	0.4727916697
1111	0.4727769912
1112	0.4727686751
1113	0.4727490297
1114	0.4727329635
1115	0.4727326189
1116	0.4727040789
1117	0.4726774156
1118	0.472658393
1119	0.4726523354
1120	0.4726293712
1121	0.4726226955
1122	0.4726214898
1123	0.4726125505
1124	0.4726124715
1125	0.472589607
1126	0.4725825042
1127	0.4725709496
1128	0.4725694905
1129	0.4725669833
1130	0.4725613896
1131	0.4725527057
1132	0.4725462246
1133	0.472542251
1134	0.4725283617
1135	0.4725164566
1136	0.4725043735
1137	0.472492506
1138	0.4724842647
1139	0.4724747498
1140	0.4724616474
1141	0.472447234
1142	0.4724421487
1143	0.4724381325
1144	0.4724348921
1145	0.472411186
1146	0.4723826619
1147	0.4723719604
1148	0.4723615915
1149	0.4723320645
1150	0.4723243308
1151	0.4723207328
1152	0.4723045474
1153	0.4723035609
1154	0.4722969079
1155	0.4722905468
1156	0.4722843539
1157	0.4722658404
1158	0.4722554756
1159	0.4722336066
1160	0.4722254994
1161	0.4722180988
1162	0.4722105115
1163	0.4722049006
1164	0.4722003829
1165	0.4721853868
1166	0.4721752075
1167	0.4721739064
1168	0.4721540665
1169	0.4721421198
1170	0.4721295098
1171	0.472116234
1172	0.4721120759
1173	0.4720913152
1174	0.472086815
1175	0.4720737521
1176	0.4720676179
1177	0.4720600232
1178	0.4720528132
1179	0.4720262231
1180	0.4720149123
1181	0.4720064904
1182	0.4719991936
1183	0.4719930714
1184	0.4719816461
1185	0.4719795194
1186	0.4719703192
1187	0.4719631083
1188	0.4719390057
1189	0.4719290018
1190	0.4719013595
1191	0.4718835527
1192	0.4718793622
1193	0.4718383936
1194	0.4718107624
1195	0.4718054283
1196	0.4717749926
1197	0.4717668398
1198	0.4717589796
1199	0.4717418332
1200	0.4717193274
1201	0.4716902703
1202	0.4716860442
1203	0.4716823002
1204	0.4716783431
1205	0.4716679187
1206	0.4716603218
1207	0.4716556057
1208	0.47164722
1209	0.4716345514
1210	0.4716089623
1211	0.471598245
1212	0.4715876409
1213	0.471586915
1214	0.4715779553
1215	0.4715683575
1216	0.4715653443
1217	0.4715589824
1218	0.4715515738
1219	0.4715488511
1220	0.4715383904
1221	0.471523277
1222	0.4715204503
1223	0.4715110386
1224	0.4715074281
1225	0.4715061454
1226	0.4715016642
1227	0.4714819874
1228	0.4714740172
1229	0.4714608132
1230	0.4714470934
1231	0.4714376766
1232	0.4714296826
1233	0.471422101
1234	0.4714168021
1235	0.4713899047
1236	0.4713777249
1237	0.4713726557
1238	0.4713681495
1239	0.4713557575
1240	0.4713355692
1241	0.471327895
1242	0.4713202581
1243	0.471308663
1244	0.4712943709
1245	0.4712900111
1246	0.4712806089
1247	0.4712727241
1248	0.4712631994
1249	0.4712417556
1250	0.4712336069
1251	0.4712166091
1252	0.4712124239
1253	0.4711967933
1254	0.471192289
1255	0.4711912071
1256	0.471189031
1257	0.4711824541
1258	0.4711748738
1259	0.4711713481
1260	0.4711666545
1261	0.471163341
1262	0.4711462671
1263	0.4711459557
